INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('210115-PYM-349', 97.50, 'CreditCard', 'Refunded', TO_TIMESTAMP('2021-01-15 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '210115-BKG-293884', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240205-PYM-976', 500.00, 'CreditCard', 'Refunded', TO_TIMESTAMP('2024-02-05 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240205-BKG-736491', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240222-PYM-426', 294.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-02-22 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240222-BKG-796922', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('231223-PYM-209', 3072.00, 'CreditCard', 'Refunded', TO_TIMESTAMP('2023-12-23 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '231223-BKG-347861', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240112-PYM-976', 362.50, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-01-12 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240112-BKG-973452', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240305-PYM-199', 735.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-03-05 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240305-BKG-847129', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240422-PYM-273', 1890.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-04-22 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240422-BKG-298174', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240517-PYM-330', 4480.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-05-17 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240517-BKG-847263', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240607-PYM-501', 495.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-06-07 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240607-BKG-385194', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240615-PYM-408', 660.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-06-15 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240615-BKG-987123', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240725-PYM-585', 500.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-07-25 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240725-BKG-928475', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240805-PYM-846', 367.50, 'CreditCard', 'Refunded', TO_TIMESTAMP('2024-08-05 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240805-BKG-763849', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240815-PYM-276', 650.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-08-15 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240815-BKG-492863', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230905-PYM-792', 165.14, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-09-05 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230905-BKG-827456', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230812-PYM-844', 506.62, 'CreditCard', 'Refunded', TO_TIMESTAMP('2023-08-12 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230812-BKG-376894', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('231101-PYM-420', 1217.05, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-11-01 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '231101-BKG-932154', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240110-PYM-189', 2175.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-01-10 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240110-BKG-157239', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240228-PYM-259', 4640.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-02-28 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240228-BKG-948326', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240318-PYM-590', 480.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-03-18 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240318-BKG-392145', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240412-PYM-380', 2625.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-04-12 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240412-BKG-748129', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240510-PYM-161', 4060.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-05-10 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240510-BKG-123876', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240622-PYM-665', 420.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-06-22 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240622-BKG-649273', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240725-PYM-781', 4375.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-07-25 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240725-BKG-498132', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240805-PYM-130', 313.60, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-08-05 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240805-BKG-491235', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230719-PYM-733', 1469.05, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-07-19 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230719-BKG-665123', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240228-PYM-489', 775.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-02-28 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240228-BKG-345987', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230930-PYM-568', 176.93, 'CreditCard', 'Refunded', TO_TIMESTAMP('2023-09-30 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230930-BKG-754321', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240115-PYM-676', 595.00, 'CreditCard', 'Refunded', TO_TIMESTAMP('2024-01-15 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240115-BKG-765098', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('231222-PYM-476', 2160.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-12-22 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '231222-BKG-123876', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240507-PYM-845', 440.00, 'CreditCard', 'Refunded', TO_TIMESTAMP('2024-05-07 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240507-BKG-635219', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240213-PYM-833', 660.00, 'CreditCard', 'Refunded', TO_TIMESTAMP('2024-02-13 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240213-BKG-973422', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240301-PYM-597', 594.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-03-01 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240301-BKG-129887', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240130-PYM-744', 330.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-01-30 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240130-BKG-763025', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('231129-PYM-329', 2545.45, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-11-29 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '231129-BKG-456988', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240105-PYM-521', 380.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-01-05 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240105-BKG-543219', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240210-PYM-151', 960.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-02-10 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240210-BKG-984712', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230902-PYM-839', 2193.95, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-09-02 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230902-BKG-879221', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240530-PYM-361', 3750.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-05-30 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240530-BKG-467231', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230825-PYM-475', 2908.36, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-08-25 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230825-BKG-523496', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230618-PYM-973', 730.23, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-06-18 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230618-BKG-153798', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230508-PYM-827', 691.36, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-05-08 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230508-BKG-652341', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240607-PYM-559', 2625.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-06-07 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240607-BKG-863002', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240322-PYM-285', 525.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-03-22 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240322-BKG-453901', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230405-PYM-256', 4154.18, 'CreditCard', 'Refunded', TO_TIMESTAMP('2023-04-05 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230405-BKG-293847', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230513-PYM-753', 852.68, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-05-13 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230513-BKG-938402', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240410-PYM-268', 1110.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-04-10 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240410-BKG-129583', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240521-PYM-334', 3750.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-05-21 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240521-BKG-293758', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230913-PYM-301', 138.71, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-09-13 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230913-BKG-385942', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('231022-PYM-730', 1898.18, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-10-22 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '231022-BKG-847930', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240708-PYM-183', 2750.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-07-08 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240708-BKG-948573', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240715-PYM-718', 232.50, 'CreditCard', 'Refunded', TO_TIMESTAMP('2024-07-15 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240715-BKG-102384', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240620-PYM-932', 4625.00, 'CreditCard', 'Refunded', TO_TIMESTAMP('2024-06-20 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240620-BKG-837495', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('231102-PYM-897', 2434.09, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-11-02 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '231102-BKG-749210', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230518-PYM-774', 145.19, 'CreditCard', 'Refunded', TO_TIMESTAMP('2023-05-18 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230518-BKG-238745', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230709-PYM-878', 1282.50, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-07-09 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230709-BKG-839201', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240117-PYM-993', 630.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-01-17 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240117-BKG-485920', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('231222-PYM-457', 2960.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-12-22 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '231222-BKG-593874', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240612-PYM-841', 315.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-06-12 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240612-BKG-385724', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240224-PYM-158', 1550.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-02-24 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240224-BKG-174958', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230814-PYM-932', 151.99, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-08-14 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230814-BKG-283910', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240725-PYM-193', 1100.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-07-25 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240725-BKG-485720', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230611-PYM-127', 1247.95, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-06-11 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230611-BKG-572398', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230429-PYM-940', 1993.09, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-04-29 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230429-BKG-293487', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('231015-PYM-426', 1439.45, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-10-15 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '231015-BKG-284901', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('231118-PYM-699', 375.85, 'CreditCard', 'Refunded', TO_TIMESTAMP('2023-11-18 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '231118-BKG-193840', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240320-PYM-799', 480.00, 'CreditCard', 'Refunded', TO_TIMESTAMP('2024-03-20 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240320-BKG-392874', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240516-PYM-421', 2700.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-05-16 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240516-BKG-485263', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230225-PYM-141', 415.00, 'CreditCard', 'Refunded', TO_TIMESTAMP('2023-02-25 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230225-BKG-392817', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230908-PYM-367', 731.32, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-09-08 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230908-BKG-284936', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('231222-PYM-847', 576.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-12-22 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '231222-BKG-394876', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240601-PYM-977', 852.50, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-06-01 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240601-BKG-938476', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230313-PYM-450', 239.11, 'CreditCard', 'Refunded', TO_TIMESTAMP('2023-03-13 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230313-BKG-293487', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240714-PYM-568', 3672.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-07-14 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240714-BKG-584920', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230720-PYM-735', 524.66, 'CreditCard', 'Refunded', TO_TIMESTAMP('2023-07-20 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230720-BKG-183295', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230615-PYM-850', 927.27, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-06-15 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230615-BKG-182392', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230905-PYM-327', 825.68, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-09-05 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230905-BKG-834672', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('231210-PYM-241', 4760.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-12-10 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '231210-BKG-123498', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('231128-PYM-765', 3460.23, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-11-28 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '231128-BKG-584201', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240405-PYM-953', 825.00, 'CreditCard', 'Refunded', TO_TIMESTAMP('2024-04-05 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240405-BKG-284716', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240718-PYM-539', 435.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-07-18 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240718-BKG-948726', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230820-PYM-894', 562.91, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-08-20 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230820-BKG-293174', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230522-PYM-689', 852.68, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-05-22 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230522-BKG-193458', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230228-PYM-792', 697.95, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-02-28 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230228-BKG-295218', NULL);


-- Payment for PurchaseID: 20210105-PCH-001
-- Items: ITM9617 (2 @ $15 = $30), ITM5007 (1 @ $40 = $40)
-- Total: $70
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID)
VALUES ('20210105-74839-PYM-491-2B34', 70.00, 'Credit Card', 'Completed', TO_TIMESTAMP('2021-01-05 08:45:00', 'YYYY-MM-DD HH24:MI:SS'), NULL, '20210105-PCH-001');

-- Payment for PurchaseID: 20210105-PCH-002
-- Items: ITM9634 (3 @ $50 = $150), ITM1140 (2 @ $10 = $20)
-- Total: $170
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID)
VALUES ('20210105-52781-PYM-826-9A17', 170.00, 'Debit Card', 'Completed', TO_TIMESTAMP('2021-01-05 09:00:00', 'YYYY-MM-DD HH24:MI:SS'), NULL, '20210105-PCH-002');

-- Payment for PurchaseID: 20220315-PCH-003 (Overweight Purchase)
-- Items: ITM0000 (1 @ $50 = $50), ITM8285 (3 @ $10 = $30)
-- Total: $80
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID)
VALUES ('20220315-38492-PYM-914-6C32', 80.00, 'FPX (Online Banking)', 'Completed', TO_TIMESTAMP('2022-03-15 09:45:00', 'YYYY-MM-DD HH24:MI:SS'), NULL, '20220315-PCH-003');

-- Payment for PurchaseID: 20210212-PCH-004
-- Items: ITM5007 (1 @ $40 = $40), ITM9617 (1 @ $15 = $15)
-- Total: $55
