INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA001', 'STF8101', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA027', 'STF1990', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA028', 'STF3971', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA028', 'STF8879', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA028', 'STF2303', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA028', 'STF2444', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA028', 'STF4370', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA029', 'STF3507', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA029', 'STF0360', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA029', 'STF4873', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA029', 'STF6201', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA029', 'STF7714', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA030', 'STF4958', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA030', 'STF9076', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA030', 'STF0799', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA030', 'STF2023', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA030', 'STF8101', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA031', 'STF6913', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA031', 'STF3741', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA031', 'STF8719', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA031', 'STF5332', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA031', 'STF1990', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA032', 'STF3971', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA032', 'STF8879', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA032', 'STF2303', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA032', 'STF2444', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA032', 'STF4370', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA033', 'STF3507', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA033', 'STF0360', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA033', 'STF4873', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA033', 'STF6201', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA033', 'STF7714', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA034', 'STF4958', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA034', 'STF9076', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA034', 'STF0799', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA034', 'STF2023', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA034', 'STF8101', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA035', 'STF6913', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA035', 'STF3741', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA035', 'STF8719', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA035', 'STF5332', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA035', 'STF1990', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA036', 'STF2444', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA036', 'STF4370', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA036', 'STF3507', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA036', 'STF0360', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA036', 'STF4873', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA036', 'STF6201', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA037', 'STF7714', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA037', 'STF4958', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA037', 'STF9076', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA037', 'STF0799', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA037', 'STF2023', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA037', 'STF8101', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA038', 'STF6913', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA038', 'STF3741', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA038', 'STF8719', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA038', 'STF5332', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA038', 'STF1990', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA039', 'STF3971', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA039', 'STF8879', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA039', 'STF2303', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA039', 'STF2444', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA039', 'STF4370', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA040', 'STF3507', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA040', 'STF0360', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA040', 'STF4873', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA040', 'STF6201', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA040', 'STF7714', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA041', 'STF4958', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA041', 'STF9076', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA041', 'STF0799', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA041', 'STF2023', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA041', 'STF8101', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA042', 'STF6913', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA042', 'STF3741', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA042', 'STF8719', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA042', 'STF5332', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA042', 'STF1990', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA043', 'STF3971', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA043', 'STF8879', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA043', 'STF2303', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA043', 'STF2444', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA043', 'STF4370', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA044', 'STF3507', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA044', 'STF0360', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA044', 'STF4873', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA044', 'STF6201', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA044', 'STF7714', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA045', 'STF4958', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA045', 'STF9076', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA045', 'STF0799', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA045', 'STF2023', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA045', 'STF8101', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA046', 'STF6913', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA046', 'STF3741', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA046', 'STF8719', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA046', 'STF5332', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA046', 'STF1990', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA047', 'STF3971', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA047', 'STF8879', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA047', 'STF2303', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA047', 'STF2444', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA047', 'STF4370', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA048', 'STF3507', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA048', 'STF0360', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA048', 'STF4873', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA048', 'STF6201', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA048', 'STF7714', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA049', 'STF4958', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA049', 'STF9076', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA049', 'STF0799', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA049', 'STF2023', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA049', 'STF8101', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA050', 'STF6913', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA050', 'STF3741', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA050', 'STF8719', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA050', 'STF5332', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA050', 'STF1990', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA051', 'STF2444', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA051', 'STF4370', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA051', 'STF3507', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA051', 'STF0360', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA051', 'STF4873', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA051', 'STF6201', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA052', 'STF7714', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA052', 'STF4958', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA052', 'STF9076', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA052', 'STF0799', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA052', 'STF2023', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA052', 'STF8101', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA053', 'STF6913', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA053', 'STF3741', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA053', 'STF8719', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA053', 'STF5332', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA053', 'STF1990', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA054', 'STF3971', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA054', 'STF8879', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA054', 'STF2303', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA054', 'STF2444', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA054', 'STF4370', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA055', 'STF3507', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA055', 'STF0360', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA055', 'STF4873', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA055', 'STF6201', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA055', 'STF7714', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA056', 'STF4958', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA056', 'STF9076', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA056', 'STF0799', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA056', 'STF2023', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA056', 'STF8101', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA057', 'STF6913', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA057', 'STF3741', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA057', 'STF8719', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA057', 'STF5332', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA057', 'STF1990', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA058', 'STF3971', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA058', 'STF8879', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA058', 'STF2303', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA058', 'STF2444', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA058', 'STF4370', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA059', 'STF3507', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA059', 'STF0360', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA059', 'STF4873', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA059', 'STF6201', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA059', 'STF7714', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA060', 'STF4958', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA060', 'STF9076', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA060', 'STF0799', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA060', 'STF2023', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA060', 'STF8101', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA061', 'STF6913', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA061', 'STF3741', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA061', 'STF8719', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA061', 'STF5332', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA061', 'STF1990', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA062', 'STF3971', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA062', 'STF8879', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA062', 'STF2303', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA062', 'STF2444', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA062', 'STF4370', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA063', 'STF3507', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA063', 'STF0360', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA063', 'STF4873', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA063', 'STF6201', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA063', 'STF7714', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA064', 'STF4958', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA064', 'STF9076', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA064', 'STF0799', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA064', 'STF2023', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA064', 'STF8101', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA065', 'STF2444', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA065', 'STF4370', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA065', 'STF3507', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA065', 'STF0360', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA065', 'STF4873', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA065', 'STF6201', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA066', 'STF7714', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA066', 'STF4958', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA066', 'STF9076', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA066', 'STF0799', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA066', 'STF2023', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA066', 'STF8101', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA067', 'STF6913', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA067', 'STF3741', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA067', 'STF8719', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA067', 'STF5332', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA067', 'STF1990', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA068', 'STF3971', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA068', 'STF8879', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA068', 'STF2303', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA068', 'STF2444', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA068', 'STF4370', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA069', 'STF3507', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA069', 'STF0360', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA069', 'STF4873', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA069', 'STF6201', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA069', 'STF7714', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA070', 'STF4958', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA070', 'STF9076', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA070', 'STF0799', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA070', 'STF2023', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA070', 'STF8101', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA071', 'STF6913', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA071', 'STF3741', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA071', 'STF8719', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA071', 'STF5332', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA071', 'STF1990', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA072', 'STF3971', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA072', 'STF8879', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA072', 'STF2303', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA072', 'STF2444', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA072', 'STF4370', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA073', 'STF3507', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA073', 'STF0360', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA073', 'STF4873', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA073', 'STF6201', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA073', 'STF7714', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA074', 'STF4958', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA074', 'STF9076', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA074', 'STF0799', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA074', 'STF2023', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA074', 'STF8101', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA075', 'STF6913', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA075', 'STF3741', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA075', 'STF8719', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA075', 'STF5332', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA075', 'STF1990', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA076', 'STF3971', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA076', 'STF8879', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA076', 'STF2303', 'Ground Crew');
