-- Record 1
INSERT INTO PurchaseItem (PurchaseID, ItemID, PurchaseItemQty) VALUES ('20210105-PCH-001', 'ITM9617', 2);
INSERT INTO PurchaseItem (PurchaseID, ItemID, PurchaseItemQty) VALUES ('20240420-PCH-167', 'ITM5007', 1);
INSERT INTO PurchaseItem (PurchaseID, ItemID, PurchaseItemQty) VALUES ('20240420-PCH-167', 'ITM8285', 3);

-- Purchase 168: Passenger PSG116, PurchaseID 20240512-PCH-168
INSERT INTO PurchaseItem (PurchaseID, ItemID, PurchaseItemQty) VALUES ('20240512-PCH-168', 'ITM9634', 2);

-- Purchase 169: Passenger PSG137, PurchaseID 20240525-PCH-169
INSERT INTO PurchaseItem (PurchaseID, ItemID, PurchaseItemQty) VALUES ('20240525-PCH-169', 'ITM6901', 1);
INSERT INTO PurchaseItem (PurchaseID, ItemID, PurchaseItemQty) VALUES ('20240525-PCH-169', 'ITM9617', 1);

-- Purchase 170: Passenger PSG175, PurchaseID 20240610-PCH-170
INSERT INTO PurchaseItem (PurchaseID, ItemID, PurchaseItemQty) VALUES ('20240610-PCH-170', 'ITM9634', 3);
INSERT INTO PurchaseItem (PurchaseID, ItemID, PurchaseItemQty) VALUES ('20240610-PCH-170', 'ITM5007', 1);

-- Purchase 171: Passenger PSG114, PurchaseID 20240625-PCH-171
INSERT INTO PurchaseItem (PurchaseID, ItemID, PurchaseItemQty) VALUES ('20240625-PCH-171', 'ITM7969', 2);

-- Purchase 172: Passenger PSG160, PurchaseID 20240629-PCH-172
INSERT INTO PurchaseItem (PurchaseID, ItemID, PurchaseItemQty) VALUES ('20240629-PCH-172', 'ITM9617', 1);
INSERT INTO PurchaseItem (PurchaseID, ItemID, PurchaseItemQty) VALUES ('20240629-PCH-172', 'ITM6901', 2);

-- Purchase 173: Passenger PSG180, PurchaseID 20240715-PCH-173
INSERT INTO PurchaseItem (PurchaseID, ItemID, PurchaseItemQty) VALUES ('20240715-PCH-173', 'ITM9634', 2);
INSERT INTO PurchaseItem (PurchaseID, ItemID, PurchaseItemQty) VALUES ('20240715-PCH-173', 'ITM1140', 1);

-- Purchase 174: Passenger PSG176, PurchaseID 20240728-PCH-174
INSERT INTO PurchaseItem (PurchaseID, ItemID, PurchaseItemQty) VALUES ('20240728-PCH-174', 'ITM9617', 1);

-- Purchase 175: Passenger PSG129, PurchaseID 20240805-PCH-175
INSERT INTO PurchaseItem (PurchaseID, ItemID, PurchaseItemQty) VALUES ('20240805-PCH-175', 'ITM7969', 3);
INSERT INTO PurchaseItem (PurchaseID, ItemID, PurchaseItemQty) VALUES ('20240805-PCH-175', 'ITM6901', 2);

-- Purchase 176: Passenger PSG113, PurchaseID 20240819-PCH-176
INSERT INTO PurchaseItem (PurchaseID, ItemID, PurchaseItemQty) VALUES ('20240819-PCH-176', 'ITM9634', 1);

-- Purchase 177: Passenger PSG089, PurchaseID 20240310-PCH-177
INSERT INTO PurchaseItem (PurchaseID, ItemID, PurchaseItemQty) VALUES ('20240310-PCH-177', 'ITM9617', 2);
INSERT INTO PurchaseItem (PurchaseID, ItemID, PurchaseItemQty) VALUES ('20240310-PCH-177', 'ITM5007', 1);

-- Purchase 178: Passenger PSG121, PurchaseID 20240320-PCH-178
INSERT INTO PurchaseItem (PurchaseID, ItemID, PurchaseItemQty) VALUES ('20240320-PCH-178', 'ITM6901', 1);
INSERT INTO PurchaseItem (PurchaseID, ItemID, PurchaseItemQty) VALUES ('20240320-PCH-178', 'ITM8285', 3);

-- Purchase 179: Passenger PSG138, PurchaseID 20240410-PCH-179
INSERT INTO PurchaseItem (PurchaseID, ItemID, PurchaseItemQty) VALUES ('20240410-PCH-179', 'ITM9617', 1);

-- Purchase 180: Passenger PSG135, PurchaseID 20240418-PCH-180
INSERT INTO PurchaseItem (PurchaseID, ItemID, PurchaseItemQty) VALUES ('20240418-PCH-180', 'ITM9634', 2);

-- Purchase 181: Passenger PSG107, PurchaseID 20240508-PCH-181
INSERT INTO PurchaseItem (PurchaseID, ItemID, PurchaseItemQty) VALUES ('20240508-PCH-181', 'ITM5007', 2);
INSERT INTO PurchaseItem (PurchaseID, ItemID, PurchaseItemQty) VALUES ('20240508-PCH-181', 'ITM9634', 1);

-- Purchase 182: Passenger PSG154, PurchaseID 20240601-PCH-182
INSERT INTO PurchaseItem (PurchaseID, ItemID, PurchaseItemQty) VALUES ('20240601-PCH-182', 'ITM6901', 1);
INSERT INTO PurchaseItem (PurchaseID, ItemID, PurchaseItemQty) VALUES ('20240601-PCH-182', 'ITM8285', 2);

-- Purchase 183: Passenger PSG141, PurchaseID 20240612-PCH-183
INSERT INTO PurchaseItem (PurchaseID, ItemID, PurchaseItemQty) VALUES ('20240612-PCH-183', 'ITM9617', 1);

-- Purchase 184: Passenger PSG104, PurchaseID 20240706-PCH-184
INSERT INTO PurchaseItem (PurchaseID, ItemID, PurchaseItemQty) VALUES ('20240706-PCH-184', 'ITM9634', 2);
INSERT INTO PurchaseItem (PurchaseID, ItemID, PurchaseItemQty) VALUES ('20240706-PCH-184', 'ITM7969', 3);

-- Purchase 185: Passenger PSG119, PurchaseID 20240721-PCH-185
INSERT INTO PurchaseItem (PurchaseID, ItemID, PurchaseItemQty) VALUES ('20240721-PCH-185', 'ITM6901', 2);
INSERT INTO PurchaseItem (PurchaseID, ItemID, PurchaseItemQty) VALUES ('20240721-PCH-185', 'ITM1140', 1);

-- Purchase 186: Passenger PSG145, PurchaseID 20240721-PCH-186
INSERT INTO PurchaseItem (PurchaseID, ItemID, PurchaseItemQty) VALUES ('20240721-PCH-186', 'ITM8285', 2);

-- Purchase 187: Passenger PSG099, PurchaseID 20240728-PCH-187
INSERT INTO PurchaseItem (PurchaseID, ItemID, PurchaseItemQty) VALUES ('20240728-PCH-187', 'ITM9617', 1);
INSERT INTO PurchaseItem (PurchaseID, ItemID, PurchaseItemQty) VALUES ('20240728-PCH-187', 'ITM9634', 2);

-- Purchase 188: Passenger PSG179, PurchaseID 20240810-PCH-188
INSERT INTO PurchaseItem (PurchaseID, ItemID, PurchaseItemQty) VALUES ('20240810-PCH-188', 'ITM6901', 1);

-- Purchase 189: Passenger PSG152, PurchaseID 20240816-PCH-189
INSERT INTO PurchaseItem (PurchaseID, ItemID, PurchaseItemQty) VALUES ('20240816-PCH-189', 'ITM5007', 1);
INSERT INTO PurchaseItem (PurchaseID, ItemID, PurchaseItemQty) VALUES ('20240816-PCH-189', 'ITM1140', 1);

-- Purchase 190: Passenger PSG090, PurchaseID 20240824-PCH-190
INSERT INTO PurchaseItem (PurchaseID, ItemID, PurchaseItemQty) VALUES ('20240824-PCH-190', 'ITM9634', 3);
INSERT INTO PurchaseItem (PurchaseID, ItemID, PurchaseItemQty) VALUES ('20240824-PCH-190', 'ITM9617', 2);

-- Purchase 191: Passenger PSG091, PurchaseID 20240830-PCH-191
INSERT INTO PurchaseItem (PurchaseID, ItemID, PurchaseItemQty) VALUES ('20240830-PCH-191', 'ITM6901', 2);

-- Purchase 192: Passenger PSG088, PurchaseID 20240902-PCH-192
INSERT INTO PurchaseItem (PurchaseID, ItemID, PurchaseItemQty) VALUES ('20240902-PCH-192', 'ITM9617', 1);

-- Purchase 193: Passenger PSG146, PurchaseID 20240905-PCH-193
INSERT INTO PurchaseItem (PurchaseID, ItemID, PurchaseItemQty) VALUES ('20240905-PCH-193', 'ITM7969', 3);
INSERT INTO PurchaseItem (PurchaseID, ItemID, PurchaseItemQty) VALUES ('20240905-PCH-193', 'ITM6901', 1);

-- Purchase 194: Passenger PSG136, PurchaseID 20240912-PCH-194
INSERT INTO PurchaseItem (PurchaseID, ItemID, PurchaseItemQty) VALUES ('20240912-PCH-194', 'ITM9634', 2);
INSERT INTO PurchaseItem (PurchaseID, ItemID, PurchaseItemQty) VALUES ('20240912-PCH-194', 'ITM5007', 1);

-- Purchase 195: Passenger PSG083, PurchaseID 20240913-PCH-195
INSERT INTO PurchaseItem (PurchaseID, ItemID, PurchaseItemQty) VALUES ('20240913-PCH-195', 'ITM1140', 1);

-- Purchase 196: Passenger PSG082, PurchaseID 20240915-PCH-196
INSERT INTO PurchaseItem (PurchaseID, ItemID, PurchaseItemQty) VALUES ('20240915-PCH-196', 'ITM6901', 1);

-- Purchase 197: Passenger PSG108, PurchaseID 20240918-PCH-197
INSERT INTO PurchaseItem (PurchaseID, ItemID, PurchaseItemQty) VALUES ('20240918-PCH-197', 'ITM9617', 2);
INSERT INTO PurchaseItem (PurchaseID, ItemID, PurchaseItemQty) VALUES ('20240918-PCH-197', 'ITM8285', 1);

-- Purchase 198: Passenger PSG063, PurchaseID 20240920-PCH-198
INSERT INTO PurchaseItem (PurchaseID, ItemID, PurchaseItemQty) VALUES ('20240920-PCH-198', 'ITM9634', 2);

-- Purchase 199: Passenger PSG105, PurchaseID 20240925-PCH-199
INSERT INTO PurchaseItem (PurchaseID, ItemID, PurchaseItemQty) VALUES ('20240925-PCH-199', 'ITM7969', 1);
INSERT INTO PurchaseItem (PurchaseID, ItemID, PurchaseItemQty) VALUES ('20240925-PCH-199', 'ITM9617', 1);

-- Purchase 200: Passenger PSG122, PurchaseID 20240930-PCH-200
INSERT INTO PurchaseItem (PurchaseID, ItemID, PurchaseItemQty) VALUES ('20240930-PCH-200', 'ITM6901', 1);
INSERT INTO PurchaseItem (PurchaseID, ItemID, PurchaseItemQty) VALUES ('20240930-PCH-200', 'ITM1140', 1);

SELECT COUNT(*) FROM PurchaseItem;
